newname,Unnamed: 0,0,1,2,3,4
MiniPeace童装山东崂山丽达购物中心店,7,MiniPeace童装(山东青岛崂山丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号青岛丽达购物中心内
办公耗材店丽达购物中心,8,办公耗材店(丽达购物中心),山东省,青岛市,崂山区,秦岭路18号丽达购物中心F2层
家用电器店丽达购物中心,9,家用电器店(丽达购物中心),山东省,青岛市,崂山区,秦岭路18号丽达购物中心F2层
丽达苹果Apple专卖店,10,丽达苹果Apple专卖店,山东省,青岛市,崂山区,秦岭路丽达购物中心2层
JackJones男装店丽达购物中心店,11,JackJones男装店(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心负一楼
阪织屋丽达购物中心店,12,阪织屋(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心东区B1层
依波表丽达购物中心店,13,依波表(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心西区1层
MAYBE丽达购物中心店,14,MAYBE(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心西区2层
gxg.KIDS丽达购物中心店,15,gxg.KIDS(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心东区1层
QIE丽达购物中心店,16,QIE(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心西区1层
生姜丽达购物中心店,17,生姜(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心西区2层
太平鸟丽达购物中心店,18,太平鸟(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心F1
donoratico丽达购物中心店,19,donoratico(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心东区1层
EASTLINE丽达购物中心店,20,EASTLINE(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心东区B1层
361度丽达购物中心店,21,361度(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心东区B1层
禾沐服饰丽达购物中心店,22,禾沐服饰(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心西区2层
NORTHLANDKIDS丽达购物中心店,23,NORTHLAND KIDS(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心东区1层
CASABLANCAHOME丽达购物中心店,24,CASABLANCA HOME(丽达购物中心店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心西区2层
小青青家馄饨馆顺兴路店,0,小青青家馄饨馆(顺兴路店),山东省,青岛市,市北区,台东八路36号甲(近大家乐)
家乐福东北门,0,家乐福(东北门),山东省,青岛市,市南区,南京路与漳平路交叉口西南100米
江西建工第二建筑,1,江西建工第二建筑有限责任公司青岛分公司,山东省,青岛市,市北区,7天连锁酒店(青岛辽阳西路家乐福店)
家乐福新兴店,2,家乐福(新兴店),山东省,青岛市,市北区,山东路128号
家乐福名达店,3,家乐福(名达店),山东省,青岛市,市南区,香港中路21号
家乐福超市,4,家乐福超市,山东省,青岛市,平度市,S217省道祝沟医院门诊药房东行50米路南
家乐福超市兴华小区店,5,家乐福超市(兴华小区店),山东省,青岛市,胶州市,胶州东路西五里堆(阜安办事处五里堆第三卫生室南)
鹏云昌盛商贸,6,青岛鹏云昌盛商贸有限公司,山东省,青岛市,平度市,平度外向型工业加工区青岛平度李园青沙路中段(家乐福养老院南)
家乐福停车场,7,家乐福停车场,山东省,青岛市,市南区,南京路与漳平路交叉口西50米
家乐福餐吧,8,家乐福餐吧,山东省,青岛市,市南区,市南家乐福一楼
家乐福名达店西南门,9,家乐福名达店(西南门),山东省,青岛市,市南区,香港中路21号
家乐福房产嘉定路,10,家乐福房产(嘉定路),山东省,青岛市,市北区,嘉定路27号
家乐福地下街,11,家乐福地下街,山东省,青岛市,市北区,敦化路59号
银燕航空,12,青岛银燕航空服务有限公司,山东省,青岛市,市北区,福州北路90号景泰尚都603室(辽阳路家乐福对面)
心彼岸心理咨询,13,青岛心彼岸心理咨询有限公司,山东省,青岛市,市北区,山东路117号临海汇商大厦3301室(山东路家乐福对面)
家乐福礼品店,14,家乐福礼品店,山东省,青岛市,平度市,田庄镇张舍商贸街6号
家乐福名达店南1门,15,家乐福名达店(南1门),山东省,青岛市,市南区,南京路与香港中路交叉口北50米
家乐福中式快餐黄河二路,16,家乐福中式快餐(黄河二路),山东省,青岛市,即墨区,黄河二路400-1号
家乐福超市刘芳大厦东南,17,家乐福超市(刘芳大厦东南),山东省,青岛市,平度市,青岛路289号-7(刘芳大厦东南)
家乐福楼宇对讲山东,18,家乐福楼宇对讲山东分公司,山东省,青岛市,市北区,瑞昌路与重庆南路交叉口西150米
家乐福房产和田路,19,家乐福房产(和田路),山东省,青岛市,市南区,宁夏路156号5号楼2单元102室
家乐福新兴店南门,20,家乐福新兴店(南门),山东省,青岛市,市北区,山东路128号家乐福F1
家乐福蛋糕坊,21,家乐福蛋糕坊,山东省,青岛市,平度市,日新路与603省道交叉口东150米
家乐福超市,22,家乐福超市,山东省,青岛市,平度市,古岘镇西六曲
家乐福超市,23,家乐福超市,山东省,青岛市,黄岛区,大新庄村349号
家乐福超市,24,家乐福超市,山东省,青岛市,莱西市,023县道东50米
望湘园万象城,0,望湘园(万象城),山东省,青岛市,市南区,山东路6号甲万象城5层
海洋网联船务中国,0,海洋网联船务中国有限公司青岛分公司,山东省,青岛市,市南区,香港中路9号青岛香格里拉中心办公大楼8楼
新中物业管理中国,1,新中物业管理(中国)有限公司青岛分公司,山东省,青岛市,市南区,香港中路59号国际金融中心
嘉康利中国日用品,2,嘉康利(中国)日用品有限公司青岛分公司,山东省,青岛市,市南区,香港中路36号招银大厦5层、16层、19层
兄弟中国商业,3,兄弟(中国)商业有限公司青岛分公司,山东省,青岛市,市南区,香港中路68号华普大厦25层E
现代商船中国,4,现代商船(中国)有限公司青岛分公司,山东省,青岛市,市南区,香港中路12号丰合广场3层
巴士在线中国,5,巴士在线(中国)有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心A座A310
罗克韦尔自动化中国,6,罗克韦尔自动化(中国)有限公司青岛分公司,山东省,青岛市,市南区,香港中路40号新世界数码港旗舰大厦22层
百灵信息,7,百灵信息有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心A座A2512
地中海捷运上海,8,地中海捷运(上海)有限公司青岛分公司,山东省,青岛市,市南区,香港中路52号时代广场23楼
上海东日物流,9,上海东日物流有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心A座22层
易宝支付,10,易宝支付有限公司青岛分公司,山东省,青岛市,市南区,香港中路10号颐和国际12层
大连彤德莱,11,大连彤德莱餐饮管理有限公司(青岛分公司),山东省,青岛市,市北区,上清路37号518/523青岛电视塔文化创意中心
中轻物产股份,12,中轻物产股份有限公司青岛分公司,山东省,青岛市,市南区,香港中路100号中商大厦
世易科技,13,世易科技有限公司青岛分公司,山东省,青岛市,市南区,香港中路10号颐和国际A座12层9室
上港物流天津,14,上港物流(天津)有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心B座14层
长龙化工深圳,15,长龙化工(深圳)有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心B座420
凯迪海运深圳,16,凯迪海运(深圳)有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心B座7层
凯泉业集团,17,凯泉业(集团)有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心A座A2607
运达电子商务,18,运达电子商务有限公司(青岛分公司),山东省,青岛市,市南区,香港中路6号青岛世界贸易中心B座13层
新晨科技股份,19,新晨科技股份有限公司青岛分公司,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心B座1102
上海中汐物流,20,上海中汐物流有限公司青岛分公司,山东省,青岛市,市南区,南区香港中路10号颐和国际21层
中国经贸期货经纪,21,中国经贸期货经纪有限公司青岛分公司,山东省,青岛市,市南区,香港中路50号时代广场
厦门世邦集运,22,厦门世邦集运有限公司青岛分公司,山东省,青岛市,市南区,香港中路18号福泰广场B座2003A室
北京东方祥瑞资产,23,北京东方祥瑞资产管理有限公司青岛分公司,山东省,青岛市,市南区,香港中路街道燕儿岛路10号凯悦中心35层
巨和投资上海,24,巨和投资管理(上海)有限公司青岛分公司,山东省,青岛市,市南区,香港中路61号乙远洋大厦A座11层B单元
西海岸旅游投资集团,0,西海岸旅游投资集团,山东省,青岛市,黄岛区,西海岸新区车轮山路388号万鑫中央广场4楼
海西置业,0,青岛海西置业有限公司,山东省,青岛市,黄岛区,王台镇巨洋路66号
文昌置业,1,青岛文昌置业有限公司,山东省,青岛市,李沧区,虎山路街道重庆中路566号
吉安置业烟台东八路,2,青岛吉安置业有限公司(烟台东八路),山东省,青岛市,黄岛区,台东八路23号
吉安置业朝阳山路,3,青岛吉安置业有限公司(朝阳山路),山东省,青岛市,黄岛区,朝阳山路(原北京路)瑞源奔腾汽车4S店以北
盛泰置业,4,青岛盛泰置业有限公司,山东省,青岛市,莱西市,青岛路23号
三星置业,5,青岛三星置业有限公司,山东省,青岛市,城阳区,天风北路东50米
金梦置业,6,青岛金梦置业有限公司,山东省,青岛市,市南区,花莲路1号28号楼2楼
隆和置业,7,青岛隆和置业有限公司,山东省,青岛市,黄岛区,滨海大道1377号
汇丰置业,8,青岛汇丰置业有限公司,山东省,青岛市,城阳区,夏塔路49号附近
美亚置业,9,青岛美亚置业有限公司,山东省,青岛市,黄岛区,龙岗山路18号
华商置业,10,青岛华商置业有限公司,山东省,青岛市,莱西市,重庆中路21号
海上置业,11,青岛海上置业有限公司,山东省,青岛市,李沧区,京口路86号维客商务中心7楼
鲁翔置业,12,青岛鲁翔置业有限公司,山东省,青岛市,黄岛区,阿里山路与黄浦江路交叉口东南100米
青特置业,13,青岛青特置业有限公司,山东省,青岛市,城阳区,青威路617号青特上豪广场上寓12层
广华置业,14,青岛广华置业有限公司,山东省,青岛市,李沧区,北园路7号
文信置业,15,青岛文信置业有限公司,山东省,青岛市,即墨区,工业园四路8号
博阳置业,16,青岛博阳置业有限公司,山东省,青岛市,城阳区,春阳路222号瑞麟公馆北门
顺城置业,17,青岛顺城置业有限公司,山东省,青岛市,城阳区,正阳中路196-2号附近
时基置业,18,青岛时基置业有限公司,山东省,青岛市,市北区,山东路177号鲁邦广场B座1009
中视置业,19,青岛中视置业有限公司,山东省,青岛市,市北区,辽阳西路5号甲海之星1楼
振越置业,20,青岛振越置业有限公司,山东省,青岛市,黄岛区,水灵山路东150米
公华置业,21,青岛公华置业有限公司,山东省,青岛市,即墨区,烟青路659号附近
诚基置业,22,青岛诚基置业有限公司,山东省,青岛市,崂山区,深圳路177号三阳中心5楼
蓝泰置业,23,青岛蓝泰置业有限公司,山东省,青岛市,崂山区,泉岭路8号中商国际大厦22层
安正置业,24,青岛安正置业有限公司,山东省,青岛市,市北区,人民二路6号四方剧院旁舜屹商务酒店9楼
海创,0,海创有限公司,山东省,青岛市,城阳区,铁家庄东站
海创汇康创业,1,青岛海创汇康创业服务有限公司,山东省,青岛市,李沧区,中艺1688产业园B2栋
海创精密模具,2,青岛海创精密模具有限公司,山东省,青岛市,市北区,发展路
海创开发建设投资,3,青岛海创开发建设投资有限公司,山东省,青岛市,李沧区,沧安路1号
海创精密模具有限,4,青岛海创精密模具有限,山东省,青岛市,即墨区,锦绣二街与锦绣一街交叉口西北100米
尚医健康科技,5,青岛尚医健康科技有限公司,山东省,青岛市,城阳区,高新区火炬路100号海尔海创汇A楼401
海创汇产业资源及用户服务中心,6,海创汇产业资源及用户服务中心,山东省,青岛市,黄岛区,[]
科海创新工业设计,7,青岛科海创新工业设计有限公司,山东省,青岛市,市北区,嘉定路5号A101
海创小镇,8,青岛海创小镇,山东省,青岛市,黄岛区,石寨山路1号
中海创自动化科技,9,青岛中海创自动化科技有限公司,山东省,青岛市,黄岛区,前湾港路579号山东科技大学科技园内
中海创自动化科技,10,青岛中海创自动化科技有限公司,山东省,青岛市,市北区,雁山世纪商务楼18层
海创凯特化学品东南门,11,青岛海创凯特化学品有限公司(东南门),山东省,青岛市,黄岛区,东岳东路与东门街交叉口西50米
海创开发建设投资东门,12,青岛海创开发建设投资有限公司(东门),山东省,青岛市,李沧区,沧台路与沧安路交叉口西北150米
海创汇康智能互联创业总部基地,13,海创汇康智能互联创业总部基地,山东省,青岛市,崂山区,株洲路177号2号楼
海创装饰,14,海创装饰,山东省,青岛市,胶州市,胶北街道泰州路锦绣佳苑北50米
海创公寓,15,海创公寓,山东省,青岛市,城阳区,协荣路2号
海创公寓东北门,16,海创公寓(东北门),山东省,青岛市,城阳区,协荣路2号
海创公交站,17,海创中心(公交站),山东省,青岛市,即墨区,671路
海创扣板,18,海创扣板,山东省,青岛市,莱西市,望城街道梅苑路仁和梅苑东北300米
海创小镇南门,19,青岛海创小镇(南门),山东省,青岛市,黄岛区,[]
海创全能吊顶,20,海创全能吊顶,山东省,青岛市,即墨区,烟青路与超市北街交叉口东北100米
海创吊顶整体定制,21,海创吊顶整体定制,山东省,青岛市,胶州市,扬州西路262号附近
海创小镇站公交站,22,海创小镇站(公交站),山东省,青岛市,黄岛区,黄岛107路
海创客日租公寓,23,青岛海创客日租公寓,山东省,青岛市,市北区,北区青岛市北区龙潭路1号甲龙潭山庄3号楼
国信海创基地建设中,24,国信海创基地(建设中),山东省,青岛市,即墨区,滨海大道50号
珠江酒店,0,青岛珠江酒店管理有限公司,山东省,青岛市,黄岛区,珠江路1595号附近
蔚蓝印象酒店,1,青岛蔚蓝印象酒店管理有限公司,山东省,青岛市,黄岛区,井冈山路157号南楼办公2014室
喀斯特酒店,2,青岛喀斯特酒店管理有限公司,山东省,青岛市,黄岛区,漓江东路571号
如家快捷酒店开发区区政府金沙滩海水浴场店,3,如家快捷酒店(青岛开发区区政府金沙滩海水浴场店),山东省,青岛市,黄岛区,萧山路305号(九连山路与珠江路交叉口)
中冶东方工程技术,4,中冶东方工程技术有限公司,山东省,青岛市,黄岛区,阿里山路中冶东方大厦26层
印象便捷酒店,0,青岛印象便捷酒店有限公司,山东省,青岛市,市北区,北区登州路57-3号(青大医学院对面)
海棠假日酒店,1,青岛海棠假日酒店有限公司,山东省,青岛市,崂山区,前登瀛社区1号
宜居酒店,2,青岛宜居酒店管理有限公司,山东省,青岛市,黄岛区,香江路126号(香江路与江山南路交汇处)
轮渡,3,青岛轮渡有限责任公司,山东省,青岛市,市南区,四川路21甲
公交集团,4,青岛公交集团有限责任公司,山东省,青岛市,市南区,香港中路73号旺角大厦5-8层
海西重工,5,青岛海西重工有限责任公司,山东省,青岛市,黄岛区,漓江东路109号
瑞悦酒店,6,青岛瑞悦酒店有限公司,山东省,青岛市,黄岛区,月亮湾路1号
平度市金巢机械,7,青岛平度市金巢机械有限责任公司,山东省,青岛市,平度市,外向型工业加工区经济技术开发区三城路261号
河钢新材料科技,8,青岛河钢新材料科技有限公司,山东省,青岛市,黄岛区,辛安街道开发区青岛经济技术开发区前湾港路107号邯钢
工程建设监理,9,青岛市工程建设监理有限责任公司,山东省,青岛市,市南区,福州南路87号福林大厦A座10层
前哨精密机械,10,青岛前哨精密机械有限责任公司,山东省,青岛市,市北区,周口路97-1号
万通建设监理,11,青岛万通建设监理有限责任公司,山东省,青岛市,市南区,延安三路204慧园商务楼A座5层
前湾集装箱码头,12,青岛前湾集装箱码头有限责任公司,山东省,青岛市,黄岛区,奋进路4号
中国石化炼油化工,13,中国石化青岛炼油化工有限责任公司,山东省,青岛市,黄岛区,黄岛经济技术开发区千山南路827号
玖琦精细化工,14,青岛玖琦精细化工有限责任公司,山东省,青岛市,李沧区,楼山街道滨海路9号
中国石化石油化工,15,中国石化青岛石油化工有限责任公司,山东省,青岛市,李沧区,滨海路8号
石化检修安装工程滨海路,16,青岛石化检修安装工程有限责任公司(滨海路),山东省,青岛市,李沧区,滨海路8号
正大204国道辅路,17,青岛正大有限公司(204国道辅路),山东省,青岛市,即墨区,北安街道办事处
强大食品,18,青岛强大食品有限公司,山东省,青岛市,胶州市,"胶北工业园,香江迎宾大道21号"
大志金属,19,青岛大志金属有限公司,山东省,青岛市,城阳区,流亭工业园李家女姑社区鑫山路7号
大信饲料,20,青岛大信饲料有限公司,山东省,青岛市,黄岛区,王台镇环台东路24号
国大药业,21,青岛国大药业有限公司,山东省,青岛市,黄岛区,经济技术开发区井冈山路750号
南南,22,青岛南南有限公司,山东省,青岛市,李沧区,十梅庵路27号
福冈集团,23,青岛福冈(集团)有限公司,山东省,青岛市,市北区,宜昌路77号(门店遍布市内四区、城阳、黄岛)
食品,24,青岛食品有限公司,山东省,青岛市,崂山区,渔港路东200米
玫瑰园实业公司,0,青岛玫瑰园实业公司,山东省,青岛市,市南区,安徽路11号
玫瑰园实业公司西门,1,青岛玫瑰园实业公司(西门),山东省,青岛市,市南区,安徽路11号
玫瑰园月季种植基地,2,青岛玫瑰园月季种植基地,山东省,青岛市,城阳区,王沙路880号附近
大上电器鑫江玫瑰园东南,3,青岛大上电器有限公司(鑫江玫瑰园东南),山东省,青岛市,城阳区,银河路
玫瑰园公交站,4,玫瑰园(公交站),山东省,青岛市,即墨区,即墨16路;即墨29路
瑞益材料设备外贸部,5,青岛瑞益材料设备有限公司(外贸部),山东省,青岛市,黄岛区,韶山路168号附近
外贸通信息技术,6,青岛外贸通信息技术有限公司,山东省,青岛市,崂山区,海尔路数码科技中心B座301室
鑫江玫瑰园建设路,7,鑫江玫瑰园(建设路),山东省,青岛市,城阳区,银河路665号
外贸服装厂工业园,8,青岛外贸服装厂工业园,山东省,青岛市,市北区,清江路6号
山东外贸集团新欣,9,山东外贸集团新欣有限公司,山东省,青岛市,市南区,太平路51号山东国际贸易大厦33层
玫瑰园旅馆,10,玫瑰园旅馆,山东省,青岛市,黄岛区,开发区九华山路玫瑰园小区1号楼
外贸城,11,青岛外贸城,山东省,青岛市,市北区,敦化路533号
玫瑰园洗衣,12,玫瑰园洗衣,山东省,青岛市,即墨区,泰山二路306号附1号
玫瑰园小区,13,玫瑰园小区,山东省,青岛市,黄岛区,九华山路9号
玫瑰园水饺,14,玫瑰园水饺,山东省,青岛市,市北区,瑞海北路15号-15
玫瑰园小区西北门,15,玫瑰园小区(西北门),山东省,青岛市,黄岛区,九华山路9号
绿城玫瑰园公交站,16,绿城玫瑰园(公交站),山东省,青岛市,胶州市,胶州66路;胶州606路
绿茶玫瑰园物业,17,绿茶玫瑰园物业,山东省,青岛市,李沧区,广水路与延川路交叉口北150米
玫瑰园销售,18,玫瑰园销售中心,山东省,青岛市,平度市,G2011青新高速灰埠镇三堤东村委会附近
新郎希努尔集团外贸,19,新郎希努尔集团(青岛)外贸分公司,山东省,青岛市,市南区,香港中路56号金光大厦3层
联大箱包,20,青岛联大箱包有限公司,山东省,青岛市,市北区,清江路6号青岛外贸服装厂工业园
悦康医药清江路,21,青岛悦康医药有限公司(清江路),山东省,青岛市,市北区,清江路6号青岛外贸服装厂工业园
百姓阳光大药房,22,青岛百姓阳光大药房有限公司,山东省,青岛市,市北区,清江路6号青岛外贸服装厂工业园
博奥,23,青岛博奥公司,山东省,青岛市,市北区,南京路346号甲
玫瑰庄园东北门,24,玫瑰庄园(东北门),山东省,青岛市,黄岛区,泰山路719号
原生态饮食,0,青岛原生态饮食管理有限公司,山东省,青岛市,市北区,敦化路366号
四季寻鲜堂,1,四季寻鲜堂,山东省,青岛市,市北区,小港一路与朝阳路交叉口南150米
开海美食,2,青岛开海美食餐饮管理有限公司,山东省,青岛市,市南区,新湛路2号1栋网点
海上嘉年华酒店,3,青岛海上嘉年华酒店管理有限公司,山东省,青岛市,黄岛区,漓江西路1158号
牛宴瀚海club,4,青岛牛宴餐饮管理有限公司(瀚海club),山东省,青岛市,市北区,利津路滨县路59号(利津路小商品批发市场)
中泰,5,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
同聚源,6,青岛同聚源餐饮管理有限公司,山东省,青岛市,黄岛区,创业路附近
奕硕,7,青岛奕硕餐饮管理有限公司,山东省,青岛市,黄岛区,漓江西路678号唐岛湾步行街2层
宝食捷,8,青岛宝食捷餐饮管理有限公司,山东省,青岛市,即墨区,环秀街道珠江二路前东城工业园附近
牡丹汗黄岛,9,青岛牡丹汗餐饮管理有限公司黄岛分公司,山东省,青岛市,黄岛区,馨月斋东侧
满堂,10,满堂餐饮管理有限公司,山东省,青岛市,李沧区,金水路183号
油菜花智慧中冶圣乔维斯自提点,11,油菜花智慧餐饮管理有限公司(中冶圣乔维斯自提点),山东省,青岛市,城阳区,靖城路圣乔维斯小区内
丰合物业管理,12,青岛丰合物业管理有限公司,山东省,青岛市,市南区,香港中路12号丰合广场B区负一层07室(市政府对面、五四广场)
安澜酒店,13,青岛安澜酒店管理有限公司,山东省,青岛市,市南区,太平路37号
名躬望远,14,青岛名躬望远餐饮管理有限公司,山东省,青岛市,崂山区,海尔路63号-1号02网点
臻悦海宴酒店,15,青岛臻悦海宴酒店管理有限公司,山东省,青岛市,崂山区,[]
鑫复盛,16,青岛鑫复盛餐饮管理有限公司,山东省,青岛市,城阳区,青威路407-29号
源润盛,17,青岛源润盛餐饮管理有限公司,山东省,青岛市,市北区,台柳路和达中心城B座
金味缘牛杂面,18,青岛金味缘餐饮管理有限公司牛杂面,山东省,青岛市,城阳区,棘洪滩锦宏西路8号
客百赞,19,青岛客百赞餐饮管理有限公司,山东省,青岛市,市北区,大学生创业孵化中心6层617
美世佳,20,美世佳餐饮管理有限公司,山东省,青岛市,市南区,费县路1号-乙
红枫叶,21,红枫叶餐饮管理有限公司,山东省,青岛市,市北区,龙城路31号卓越世纪中心3号楼2123室
果木香果木香熟食莱西店,22,果木香餐饮管理有限公司果木香熟食(莱西店),山东省,青岛市,莱西市,滨河路47号附近
韦林福恩,23,青岛韦林福恩餐饮管理服务有限公司,山东省,青岛市,市南区,大尧三路15-5号
瑞美滋咨询,24,青岛瑞美滋餐饮管理咨询有限公司,山东省,青岛市,市北区,浮山后四小区
多鲜乐,0,多鲜乐(青岛)餐饮管理有限公司,山东省,青岛市,市南区,东海西路17号海信大厦1217室
乐天利北京,1,乐天利(北京)餐饮管理有限公司,山东省,青岛市,市南区,河南路2-甲
开海美食,2,青岛开海美食餐饮管理有限公司,山东省,青岛市,市南区,新湛路2号1栋网点
优格,3,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
高铁,4,青岛高铁餐饮管理公司,山东省,青岛市,市南区,泰安路16号
老陕北,5,老陕北餐饮管理有限公司,山东省,青岛市,市北区,松江路与辽北路交叉口西50米
邓记联合,6,青岛邓记联合餐饮管理有限公司,山东省,青岛市,市北区,北仲路97号附近
小乔豆腐,7,青岛小乔豆腐餐饮管理有限公司,山东省,青岛市,市北区,龙潭路9号
大连彤德莱,8,大连彤德莱餐饮管理有限公司(青岛分公司),山东省,青岛市,市北区,上清路37号518/523青岛电视塔文化创意中心
鲁越,9,青岛鲁越餐饮管理有限公司,山东省,青岛市,市北区,鞍山路108号
万和春,10,青岛万和春餐饮管理有限公司,山东省,青岛市,市北区,上海路6号戊
牛宴瀚海club,11,青岛牛宴餐饮管理有限公司(瀚海club),山东省,青岛市,市北区,利津路滨县路59号(利津路小商品批发市场)
,12,餐饮管理服务有限公司,山东省,青岛市,市南区,瞿塘峡路39号6楼
佳食居,13,青岛佳食居餐饮管理服务有限公司,山东省,青岛市,市南区,曲阜路22号百盛商业大厦2301
汇鲜坊中式连锁,14,汇鲜坊中式餐饮连锁管理有限公司,山东省,青岛市,市南区,延安三路129金艺大厦10层1003A
美世佳,15,美世佳餐饮管理有限公司,山东省,青岛市,市南区,费县路1号-乙
万和春西北门,16,青岛万和春餐饮管理有限公司(西北门),山东省,青岛市,市北区,上海路6号戊
客百赞,17,青岛客百赞餐饮管理有限公司,山东省,青岛市,市北区,大学生创业孵化中心6层617
安澜酒店,18,青岛安澜酒店管理有限公司,山东省,青岛市,市南区,太平路37号
面王府,19,面王府,山东省,青岛市,市北区,乐陵路82号
船家渔延安三路店,20,船家渔(延安三路店),山东省,青岛市,市北区,延安三路67号(延安三路金狮宾馆)
肯德基百脑汇店,21,肯德基(百脑汇店),山东省,青岛市,市北区,辽宁路147号百脑汇资讯广场1-2层
职工餐厅,22,职工餐厅,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心C座1层
天幕城,23,青岛天幕城,山东省,青岛市,市北区,辽宁路80号
大食汇音乐美食广场,0,大食汇音乐美食广场,山东省,青岛市,市北区,辽阳西路100号新业广场
酒肉屋京口路公路店,0,酒肉屋(京口路公路店),山东省,青岛市,李沧区,京口路1-2号
金汉江娱乐,0,金汉江餐饮娱乐管理有限公司,山东省,青岛市,城阳区,礼阳路南50米
嘉合优品,0,青岛嘉合优品有限公司,山东省,青岛市,城阳区,环海经济开发区兴海路6号青岛环海瑞源印刷科技公司院内
嘉合广告标识,1,青岛嘉合广告标识有限公司,山东省,青岛市,市北区,辽宁路90号
嘉合伟业精密机械,2,青岛嘉合伟业精密机械有限公司,山东省,青岛市,城阳区,北万工业园济青高速路口东200米
安顺嘉合塑胶制品,3,青岛安顺嘉合塑胶制品有限公司,山东省,青岛市,黄岛区,漠河路360号
创信嘉合信息咨询,4,青岛创信嘉合信息咨询有限公司,山东省,青岛市,即墨区,长江二路217号金盛江家居东座7楼
欣嘉合塑胶电子,5,青岛欣嘉合塑胶电子有限公司,山东省,青岛市,城阳区,流亭街道西后楼村附近
嘉合装饰,6,青岛嘉合装饰公司,山东省,青岛市,胶州市,泰州路1号海博家具北向斜对面
嘉合,7,嘉合,山东省,青岛市,市南区,香港中路街道东海西路5号华银大厦33楼
嘉合万盛包装西门,8,青岛嘉合万盛包装有限公司(西门),山东省,青岛市,城阳区,百兴街与秋阳路交叉口南50米
嘉合顺新能源汽车销售,9,青岛嘉合顺新能源汽车销售有限公司,山东省,青岛市,黄岛区,东岳中路与嘉富路交叉口西南150米
天狼谷信息技术,10,青岛天狼谷信息技术有限公司,山东省,青岛市,市北区,山东路130号嘉合新兴一号楼一单元2008
九成九营销策划,11,青岛九成九营销策划有限公司,山东省,青岛市,市北区,山东路130号嘉合新兴1-1-1405
筑信诚会计,12,青岛筑信诚会计服务有限公司,山东省,青岛市,市北区,泰山路35号大学生创业孵化中心
海娜曼商务,13,海娜曼商务服务有限公司,山东省,青岛市,市北区,山东路130号嘉合新兴1号楼1单元2207室
嘉合公寓,14,青岛嘉合公寓,山东省,青岛市,市北区,山东路130号嘉禾新兴3号楼29楼
嘉合广告,15,嘉合广告,山东省,青岛市,市北区,辽宁路98号院内15号楼
金明玉小吃,16,金明玉小吃,山东省,青岛市,城阳区,华城路三小区东区11号楼1-3网点
旅行社,17,青岛旅行社有限责任公司,山东省,青岛市,市北区,山东路130号嘉合新兴1号楼1-1408
金明玉小吃仇家店,18,金明玉小吃(仇家店),山东省,青岛市,即墨区,通济街道办事处仇家沟岔村天山一路210号
金明玉小吃即墨旗舰店,19,金明玉小吃(即墨旗舰店),山东省,青岛市,即墨区,蓝鳌路930号附近
金明玉小吃和阳路总店,20,金明玉小吃(和阳路总店),山东省,青岛市,城阳区,和阳路405号
鼎盛汇金,21,鼎盛汇金公司,山东省,青岛市,市北区,山东路130号嘉合新兴茶满仓茶城二楼
嘉合国际航空,22,嘉合国际航空,山东省,青岛市,市南区,东海西路21乙8层
澳青旅国际旅行社,23,青岛澳青旅国际旅行社有限公司,山东省,青岛市,市北区,山东路130号嘉合新兴1号楼1409室
嘉合公寓时珍路分店,24,青岛嘉合公寓时珍路分店,山东省,青岛市,市南区,北区山东路7号乙(山东路与江西路交界处)中央国际
开海小厨,0,开海小厨,山东省,青岛市,城阳区,高新区竹园路72号
